grouping_title,bib_uri,NDLBibID,title_full,title_main,title_transcription,title_alternative,creators_name,creators_transcription,publisher_name,publisher_transcription,publisher_location,date,issued,ndc_raw,subjects_free,language,extent,material_type,access_rights,rights,audience,see_also,iiif_manifest,thumbnail,approx_count
栄花物語系図,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110775407#material,,栄花物語系図,栄花物語系図,エイガモノガタリケイズ,,檜山義慎∥注,"ヒヤマ,タンサイ",須原屋茂兵衛,スハラヤ/モヘエ,江戸,1832(天保3),1832-01-01,913.392,栄花物語 エイガ/モノガタリ,jpn,27cm; 26丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110775407,,,1
校正七部集,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001723611#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001723612#material,,校正七部集 乾; 校正七部集 坤,校正七部集,コウセイシチブシュウ; シチブシュウコウセイ,,,,亀田屋甚蔵; 英屋大助,,江戸,1851(嘉永4)年,1851-01-01,911.3,,jpn,13×19cm; 61丁; 13×19cm; 69丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001723611; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001723612,,,2
校正訳注源氏物語評釈,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284279#material,000003284279; 000003284279,校正訳注源氏物語評釈 : 8巻首2巻語釈2巻余釈2巻,校正訳注源氏物語評釈 : 8巻首2巻語釈2巻余釈2巻,コウセイ ヤクチュウ ゲンジ モノガタリ ヒョウシャク,源氏物語語釈; 校正訳注源氏物語余釈; 源氏物語評釈; 源氏物語余釈,"萩原, 広道, 1815-1863","ハギワラ, ヒロミチ, 1815-1863",,,,嘉永7～文久1(1854～1861)序,1861,913.3,源氏物語∥評釈 ゲンジモノガタリ∥ヒョウシャク; 物語; 注釈,jpn,13冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003284279; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284279,,,1
校正訳註源氏物語評釈,https://ndlsearch.ndl.go.jp/books/R100000002-I000003282927#material,000003282927; 000003282927,校正訳註源氏物語評釈. 8巻首2巻,校正訳註源氏物語評釈,コウセイ ヤクチュウ ゲンジ モノガタリ ヒョウシャク,源氏物語評釈,"萩原, 広道, 1815-1863","ハギワラ, ヒロミチ, 1815-1863",,,,嘉永7(1854)序,1854,913.361,源氏物語∥評釈 ゲンジモノガタリ∥ヒョウシャク,jpn,10冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003282927; https://ndlsearch.ndl.go.jp/books/R100000002-I000003282927,,,1
校異首書土佐日記全,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001723410#material,,校異首書土佐日記全,校異首書土佐日記全,コウイシュショトサニッキゼン,,紀貫之∥原著加藤磯足∥校註,"キノ,ツラユキカトウ,イソタリ",出雲寺/文治郎,イズモジ/ブンジロウ,京都,1820(文政3),1820-01-01,915.3,,jpn,26×18cm; 35丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001723410,,,1
桂の落葉,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283532#material,000003283532; 000003283532,桂の落葉 : 2巻,桂の落葉 : 2巻,カツラ ノ オチバ,和歌桂の落葉,"香川, 景樹, 1768-1843","カガワ, カゲキ, 1768-1843",青雲堂英文蔵,,東都,天保14(1843)序,1843,911.15,和歌,jpn,2冊 ; 17cm,和古書,,,,http://id.ndl.go.jp/bib/000003283532; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283532,,,1
桂園一枝,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279636#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003282997#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283331#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000004380183#material; https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000467#material,000003279636; 000003279636; 000003282997; 000003282997; 000003283331; 000003283331; 000004380183; 000004380183,桂園一枝; 桂園一枝 3巻; 桂園一枝 : 拾遺部合刻; 桂園一枝; 合刻:桂園一枝拾遺,桂園一枝; 桂園一枝 3巻; 桂園一枝 : 拾遺部合刻,ケイエン イッシ,桂園一枝拾遺合刻; 桂園一枝拾遺,"香川, 景樹; 香川, 景樹, 1768-1843","カガワ, カゲキ; カガワ, カゲキ, 1768-1843",出雲寺文治郎 [ほか]; 河南儀兵衛 [ほか]; 河南儀兵衞,,皇都,1835; 嘉永4(1851); 天保6(1835),1835; 1851,911.1; 911.15; 911.158,歌学; 歌集,jpn,1冊 ; 9×20cm; 3冊 ; 26cm,和古書,インターネット公開,著作権なし-契約による制限あり,一般,http://id.ndl.go.jp/bib/000003279636; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279636; http://id.ndl.go.jp/bib/000003282997; https://ndlsearch.ndl.go.jp/books/R100000002-I000003282997; http://id.ndl.go.jp/bib/000003283331; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283331; http://id.ndl.go.jp/bib/000004380183; https://ndlsearch.ndl.go.jp/books/R100000002-I000004380183; https://dgcl.doshisha.ac.jp/digital/collections/MD00000467; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000467.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000467/117273.tiff/full/90,/0/default.jpg",5
桂園一枝拾遺,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283395#material,000003283395; 000003283395,桂園一枝拾遺 : 2巻,桂園一枝拾遺 : 2巻,ケイエン イッシ シュウイ,,"香川, 景樹, 1768-1843","カガワ, カゲキ, 1768-1843",,,,嘉永2(1849)序,1849,911.15,歌集,jpn,2冊 ; 25cm,和古書,,,,http://id.ndl.go.jp/bib/000003283395; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283395,,,1
桂林漫録,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390391#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390392#material,,桂林漫録 上; 桂林漫録 下,桂林漫録,ケイリンマンロク,,桂川中良∥著,カツラガワナカラ,前川六左衛門,マエカワロクザエモン,江戸,1800(寛政12),1800-01-01,914.5,,jpn,27cm; 1冊; 27cm; 25丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390391; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390392,,,2
桂館野乗,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB203755404#material,,桂館野乗 桂館漫筆 完,桂館野乗 桂館漫筆,ケイカンヤジョウケイカンマンピツ,,原雙桂∥著,"ハラ,ソウケイ",慶元堂,ケイゲンドウ,[出版地不明],1817,1817-01-01,914.5,,jpn,,和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B203755404,,,1
桧垣嫗家集補註,https://ndlsearch.ndl.go.jp/books/R100000002-I000003282991#material,000003282991; 000003282991,桧垣嫗家集補註 : 2巻,桧垣嫗家集補註 : 2巻,ヒガキ ノ オウナ カシュウ ホチュウ,,"中島, 広足, 1792-1864","ナカジマ, ヒロタリ, 1792-1864",十千堂立身屋万兵衛,,長崎,天保6(1835)跋,1835,911.138,"桧垣嫗, 桧垣嫗集, 評釈 ヒガキノオウナ∥ヒガキノオウナシュウ∥ヒョウシャク; 和歌; 注釈",jpn,2冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003282991; https://ndlsearch.ndl.go.jp/books/R100000002-I000003282991,,,1
梁塵後抄,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283802#material; https://ndlsearch.ndl.go.jp/books/R100000123-IMD00001166#material,000003283802; 000003283802,"梁塵後抄 4巻; 梁塵後抄 : 4巻; 第1,2冊 神楽2巻 第3,4冊 催馬楽2巻",梁塵後抄 4巻; 梁塵後抄 : 4巻,リョウジン コウショウ,神楽; 催馬楽,"熊谷, 直好; 熊谷, 直好, 1782-1862","クマガイ, ナオヨシ; クマガイ, ナオヨシ, 1782-1862",河内屋吉兵衛 [ほか]; 須原屋茂兵衞,,大阪,1860; 万延1(1860),1860,911.62; 911.63,神楽∥評釈 カグラ∥ヒョウシャク; 催馬楽∥評釈 サイバラ∥ヒョウシャク; 雅楽,jpn,4冊 ; 26cm,和古書,インターネット公開,著作権なし-契約による制限あり,一般,http://id.ndl.go.jp/bib/000003283802; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283802; https://dgcl.doshisha.ac.jp/digital/collections/MD00001166; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00001166.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00001166/269746.tiff/full/90,/0/default.jpg",3
梅園叢書,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279574#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283556#material,000003279574; 000003279574; 000003283556; 000003283556,梅園叢書 : [第1集]3巻第2集3巻; 梅園叢書. 巻之上,梅園叢書; 梅園叢書 : [第1集]3巻第2集3巻,バイエン ソウショ,梅園拾葉; 拾葉,"三浦, 梅園, 1723-1789; 三浦, 梅園, 1723-1789; 加藤, 修, 江戸時代","ミウラ, バイエン, 1723-1789; ミウラ, バイエン, 1723-1789; カトウ, シュウ, エド ジダイ",宋栄堂 [ほか]; 秋田屋太右衛門 [ほか],,大坂; 浪華,[安政2(1855)]; 安政2(1855),1855,914,随筆,jpn,1冊 ; 26cm; 6冊 ; 25cm,和古書,,,,http://id.ndl.go.jp/bib/000003279574; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279574; http://id.ndl.go.jp/bib/000003283556; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283556,,,2
梅室両吟稿,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB002452637#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB002452638#material,,梅室両吟稿 上; 梅室両吟稿 下,梅室両吟稿,バイシツリョウギンコウ,,梅田年風∥著,ウメダトシカゼ,河内屋喜兵衛,カワチヤキヘエ,大阪,1849,1849-01-01,913,,jpn,18cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B002452637; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B002452638,,,2
梅室家集,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB002452622#material,,梅室家集 下,梅室家集,バイシツカシュウ,,[桜井]梅室∥著[平良城]林曹∥校,サクライバイシツヒラキリンソウ,加賀屋善蔵,カガヤゼンゾウ,大坂,1839,1839-01-01,913,,jpn,18cm; 39丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B002452622,,,1
梅室附合集,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB002452589#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB002452590#material,,梅室附合集 乾; 梅室附合集 坤,梅室附合集,バイシツツケアイシュウ,,菊所∥編,キクショ,金華堂須原屋佐助,キンカドウスハラヤサスケ,江戸,1828,1828-01-01,913,,jpn,"18cm; 40丁; 18cm; 42,15丁",図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B002452589; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B002452590,,,2
梅川忠兵衞冥途の飛脚,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000761#material,,梅川忠兵衞冥途の飛脚,梅川忠兵衞冥途の飛脚,ウメガワ チュウベエ メイド ノ ヒキャク,淡路町の段 : む免川忠兵衞冥途飛脚; アワジマチ ノ ダン : ウメガワ チュウベイ メイド ノ ヒキャク; 忠兵衞梅川冥途飛脚; チュウベエ ウメカワ メイド ノ ヒキャク,"近松, 門左衛門","チカマツ, モンザエモン",綿屋喜兵衛,,,1841,1841,912.4,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000761; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000761.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000761/202016.tiff/full/90,/0/default.jpg",1
梅桜振袖日記,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284998#material; https://ndlsearch.ndl.go.jp/books/R100000039-I2585093#material; https://ndlsearch.ndl.go.jp/books/R100000039-I2585094#material; https://ndlsearch.ndl.go.jp/books/R100000039-I2585095#material,000003284998; 000003284998,梅桜振袖日記; 梅桜振袖日記 [1]; 梅桜振袖日記 [2]; 梅桜振袖日記 [3],梅桜振袖日記,ウメ サクラ フリソデ ニッキ,清川文七梅桜振袖日記,"柳亭, 種彦 1世, 1783-1842","リュウテイ, タネヒコ 1セイ, 1783-1842",写,,,文化9(1812),1812,913.57,合巻,jpn,3冊 ; 20cm,和古書; 書写資料,インターネット公開,pdm; PDM,,http://id.ndl.go.jp/bib/000003284998; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284998; http://id.ndl.go.jp/digimeta/2585093; https://doi.org/10.11501/2585093; https://dl.ndl.go.jp/pid/2585093; https://dl.ndl.go.jp/api/iiif/2585093/manifest.json; http://id.ndl.go.jp/digimeta/2585094; https://doi.org/10.11501/2585094; https://dl.ndl.go.jp/pid/2585094; https://dl.ndl.go.jp/api/iiif/2585094/manifest.json; http://id.ndl.go.jp/digimeta/2585095; https://doi.org/10.11501/2585095; https://dl.ndl.go.jp/pid/2585095; https://dl.ndl.go.jp/api/iiif/2585095/manifest.json,https://dl.ndl.go.jp/api/iiif/2585093/manifest.json; https://dl.ndl.go.jp/api/iiif/2585094/manifest.json; https://dl.ndl.go.jp/api/iiif/2585095/manifest.json,https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/2585093; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/2585094; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/2585095,4
梅窓筆記,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390502#material,,梅窓筆記,梅窓筆記,バイソウヒッキ,,橋本経亮∥著,ハシモトケイリョウ,林伊兵衛,ハヤシイヘエ,京都,1806(文化3),1806-01-01,914.5,,jpn,27×18cm; 66丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390502,,,1
梧窓漫筆,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279722#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283606#material; https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000497#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001723458#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001723459#material,000003279722; 000003279722; 000003283606; 000003283606,梧窓漫筆 2巻; 梧窓漫筆 : 2巻; 梧窓漫筆 : 3編6巻; 梧窓漫筆 上; 梧窓漫筆 下,梧窓漫筆; 梧窓漫筆 2巻; 梧窓漫筆 : 2巻; 梧窓漫筆 : 3編6巻,ゴソウ マンピツ; ゴソウマンピツ,梧窓澷筆 : 畏天知命畏聖三録; ゴソウ マンピツ : イテン チメイ イセイ サンロク; 梧窓澷筆 : 畏天録知命録畏聖録; ゴソウ マンピツ : イテンロク チメイロク イセイロク; 梧囪澷筆; 梧窻澷筆,"大田, 錦城; 荒井, 晴湖; 大田錦城∥著; 荒井堯民∥校; 太田, 錦城, 1765-1825; 荒井, 晴湖, 江戸中期","オオタ, キンジョウ, 1765-1825; アライ, セイコ, エド チュウキ; オオタ, キンジョウ; アライ, セイコ; オオタ,キンジョウ; アライ,ギョウミン",和泉屋金右衛門 [ほか]; 玉巌堂; 玉巖堂,,江戸,1823; 1823(文政6); 天保11(1840); 文政6(1823)序,1823; 1823-01-01; 1840,914; 914.5; 914; 914.5,随筆,jpn,"27×18cm; 48,3丁; 27×18cm; 9,53丁; 2冊 ; 26cm; 6冊 ; 26cm",和古書; 図書; 和古書,インターネット公開,著作権なし-契約による制限あり,一般,http://id.ndl.go.jp/bib/000003279722; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279722; http://id.ndl.go.jp/bib/000003283606; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283606; https://dgcl.doshisha.ac.jp/digital/collections/MD00000497; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000497.json; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001723458; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001723459,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000497/123606.tiff/full/90,/0/default.jpg",5
梧窓漫筆三編,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000500#material,,梧窓漫筆三編 2巻,梧窓漫筆三編 2巻,ゴソウ マンピツ サンペン,梧窓澷筆三編; 梧囪澷筆; ゴソウ マンピツ,"大田, 錦城; 堤, 它山","オオタ, キンジョウ; ツツミ, タザン",和泉屋金右衛門,,,1840,1840,914.5,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000500; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000500.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000500/124163.tiff/full/90,/0/default.jpg",1
梧窓漫筆後篇,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283119#material,000003283119; 000003283119,梧窓漫筆後篇 : 2巻,梧窓漫筆後篇 : 2巻,ゴソウ マンピツ コウヘン,,"太田, 錦城, 1765-1825; 荒井, 晴湖, 江戸中期","オオタ, キンジョウ, 1765-1825; アライ, セイコ, エド チュウキ",和泉屋金右衛門 [ほか],,江戸,文政7(1824)序,1824,914,随筆,jpn,2冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283119; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283119,,,1
梧窓漫筆後編,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000501#material,,梧窓漫筆後編 2巻,梧窓漫筆後編 2巻,ゴソウ マンピツ コウヘン,梧窗澷筆後編; 梧窓澷筆續編; ゴソウ マンピツ ゾクヘン; 梧窓漫筆; ゴソウ マンピツ,"大田, 錦城; 荒井, 晴湖","オオタ, キンジョウ; アライ, セイコ",和泉屋金右衛門,,,1824,1824,914.5,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000501; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000501.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000501/124291.tiff/full/90,/0/default.jpg",1
楠正行戦功図絵,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390031#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390032#material,,楠正行戦功図絵 1; 楠正行戦功図絵 2,楠正行戦功図絵,クスノキマサツラセンコウズエ,,好華堂野亭∥編西村中和∥画,コウカドウヤテイニシムラチユウワ,,,,1821(文政4),1821-01-01,913.5,,jpn,24cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390031; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390032,,,2
楢乃落葉,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283028#material,000003283028; 000003283028,楢乃落葉 : 2巻,楢乃落葉 : 2巻,ナラ ノ オチバ,楢廼落葉,"古川, 松根, 1813-1871","フルカワ, マツネ, 1813-1871",河内屋喜兵衛 [ほか],,大阪,安政6(1859),1859,911.1; 911.158,歌集,jpn,2冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283028; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283028,,,1
楳吉野,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389682#material,,楳吉野,楳吉野,ウメヨシノ,,嶷北∥[ほか]編,ギホク,華儒園,カジュエン,豊後,1861(万延2),1861-01-01,911.3,,jpn,23cm; 15丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389682,,,1
槻乃落葉信濃漫録,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283040#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283084#material,000003283040; 000003283040; 000003283084; 000003283084,槻乃落葉信濃漫録,槻乃落葉信濃漫録,ツキ ノ オチバ シナノ マンロク,信濃漫録; 信濃漫筆,"荒木田, 久老, 1746-1804","アラキダ, ヒサオイ, 1746-1804",美濃屋清七,,名古屋,文政4(1821),1821,914; 914.5,随筆,jpn,1冊 ; 27cm,和古書,,,,http://id.ndl.go.jp/bib/000003283040; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283040; http://id.ndl.go.jp/bib/000003283084; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283084,,,1
樅堂文鈔,https://ndlsearch.ndl.go.jp/books/R100000092-I2324_420568#material,,樅堂文鈔 / 蓬窓日記,樅堂文鈔 / 蓬窓日記,,,"森, 樅堂（靖）",,"秋田屋, 太右衛門",,,安政6年; 1859,1859,919.5,文学,jpn,,和古書,,本資料の二次利用には事前の利用申請が必要です; Advance application is required to reuse the material; https://www.lib.kyushu-u.ac.jp/ja/services/visitors/copyright-guidance; https://www.lib.kyushu-u.ac.jp/en/services/visitors/copyright-guidance,一般,http://hdl.handle.net/2324/420568,,,1
樹下集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283038#material,000003283038; 000003283038,樹下集; 付:樹下集補遺,樹下集,ジュゲシュウ,樹下集補遺,"祝部, 成仲, 1099-1191; 梅辻, 希[ヨ]","ハフリベ, ナリナカ, 1099-1191; ウメツジ, キヨ",,,,天保11(1840)序,1840,911.13; 911.138,歌集,jpn,1冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283038; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283038,,,2
樺島浪風記,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279723#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284511#material,000003279723; 000003279723; 000003284511; 000003284511,樺島浪風記; 樺島浪風記 : 2巻,樺島浪風記; 樺島浪風記 : 2巻,カバシマ ロウフウキ,橿園集浪風記,"中島, 広足, 1792-1864","ナカジマ, ヒロタリ, 1792-1864",写; 秋田屋太右衛門 [ほか],,大阪,[江戸後期]; 天保4(1833)序,1800; 1833,915; 915.5,紀行,jpn,1冊 ; 26cm,和古書; 和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003279723; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279723; http://id.ndl.go.jp/bib/000003284511; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284511,,,2
樺嶋浪風記,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284982#material,000003284982; 000003284982,樺嶋浪風記,樺嶋浪風記,カバシマ ロウフウキ,,"中島, 広足, 1792-1864","ナカジマ, ヒロタリ, 1792-1864",,,,[江戸後期],1800,915; 915.5,紀行,jpn,1冊 ; 26cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284982; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284982,,,1
橋供養,https://ndlsearch.ndl.go.jp/books/R100000002-I000003285040#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14208193#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14208194#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14208195#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14208196#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14208197#material,000003285040; 000003285040,橋供養 : 5巻; 橋供養 : 5巻 [1]; 橋供養 : 5巻 [2]; 橋供養 : 5巻 [3]; 橋供養 : 5巻 [4]; 橋供養 : 5巻 [5],橋供養 : 5巻,ハシ クヨウ,文覚上人発心之記橋供養,"小枝, 繁; 葛飾, 北斎, 1760-1849; 安田, 雷洲, 江戸末期","サエダ, シゲル; カツシカ, ホクサイ, 1760-1849; ヤスダ, ライシュウ, エド マッキ",河内屋茂兵衛,,大阪,天保4(1833),1833,913.56,読本,jpn,5冊 ; 22cm,和古書,インターネット公開,pdm; PDM,,http://id.ndl.go.jp/bib/000003285040; https://ndlsearch.ndl.go.jp/books/R100000002-I000003285040; http://id.ndl.go.jp/digimeta/14208193; https://doi.org/10.11501/14208193; https://dl.ndl.go.jp/pid/14208193; https://dl.ndl.go.jp/api/iiif/14208193/manifest.json; http://id.ndl.go.jp/digimeta/14208194; https://doi.org/10.11501/14208194; https://dl.ndl.go.jp/pid/14208194; https://dl.ndl.go.jp/api/iiif/14208194/manifest.json; http://id.ndl.go.jp/digimeta/14208195; https://doi.org/10.11501/14208195; https://dl.ndl.go.jp/pid/14208195; https://dl.ndl.go.jp/api/iiif/14208195/manifest.json; http://id.ndl.go.jp/digimeta/14208196; https://doi.org/10.11501/14208196; https://dl.ndl.go.jp/pid/14208196; https://dl.ndl.go.jp/api/iiif/14208196/manifest.json; http://id.ndl.go.jp/digimeta/14208197; https://doi.org/10.11501/14208197; https://dl.ndl.go.jp/pid/14208197; https://dl.ndl.go.jp/api/iiif/14208197/manifest.json,https://dl.ndl.go.jp/api/iiif/14208193/manifest.json; https://dl.ndl.go.jp/api/iiif/14208194/manifest.json; https://dl.ndl.go.jp/api/iiif/14208195/manifest.json; https://dl.ndl.go.jp/api/iiif/14208196/manifest.json; https://dl.ndl.go.jp/api/iiif/14208197/manifest.json,https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14208193; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14208194; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14208195; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14208196; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14208197,6
橘庵漫筆,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390485#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390486#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390487#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390488#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390489#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390490#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390491#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390492#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390493#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390494#material,,橘庵漫筆 1; 橘庵漫筆 10; 橘庵漫筆 2; 橘庵漫筆 3; 橘庵漫筆 4; 橘庵漫筆 5; 橘庵漫筆 6; 橘庵漫筆 7; 橘庵漫筆 8; 橘庵漫筆 9,橘庵漫筆,キツアンマンピツ,,田宮仲宣∥著,タミヤチユウセン,泰文書堂,タイブンショドウ,大阪,1826(文政9),1826-01-01,914.5,,jpn,26cm; 14丁; 26cm; 15丁; 26cm; 16丁; 26cm; 1冊; 26cm; 20丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390485; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390486; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390487; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390488; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390489; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390490; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390491; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390492; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390493; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390494,,,10
